Ticket_ID,Ticket_Text,Category,Priority,Channel,Customer_Tier
TKT-10212,Attention: Cannot upload CSV file larger than 5MB error says file format unsupported,Technical Issues,Medium,Email,Free Tier
TKT-10213,"Dear Customer Service, Requesting quote for adding 5 additional user seats to team plan next month",Billing & Payments,Low,Email,Free Tier
TKT-10214,Need to update billing address and GST identification number on upcoming monthly invoice Awaiting your quick reply.,Billing & Payments,Medium,Web Portal,Enterprise
TKT-10215,Urgent assistance needed: Data pipeline corrupted our daily sync failed for enterprise client accounts Thanks for your prompt help.,Technical Issues,High,Web Portal,SMB
TKT-10216,"Greetings, Where is the latest API documentation and Postman collection available?",Product Inquiries,Low,Web Portal,SMB
TKT-10217,Urgent assistance needed: Account locked out completely admin cannot access production console MFA token expired Let me know the resolution.,Account Access,High,Web Portal,SMB
TKT-10218,"Greetings, Production database connection failure error code 500 server outage critical system down Let me know the resolution.",Technical Issues,High,Web Portal,Free Tier
TKT-10219,"Dear Customer Service, Can we pay our invoice via annual bank check instead of card? Let me know the resolution.",Billing & Payments,Low,Web Portal,Free Tier
TKT-10220,"Dear Customer Service, Minor CSS layout glitch on safari browser when viewing navigation menu Thanks for your prompt help.",Technical Issues,Low,Email,SMB
TKT-10221,Urgent assistance needed: Where can I find video tutorials for onboarding new team members? This is impacting our business operations.,Product Inquiries,Low,Web Portal,SMB
TKT-10222,"Hello support team, Payment receipt not delivered to finance accounting team email address This is impacting our business operations.",Billing & Payments,Medium,Email,SMB
TKT-10223,"Greetings, Cannot change primary email address in profile settings page throws permission error Appreciate your assistance.",Account Access,Medium,In-App Chat,SMB
TKT-10224,"Dear Customer Service, Minor CSS layout glitch on safari browser when viewing navigation menu Thanks for your prompt help.",Technical Issues,Low,Web Portal,SMB
TKT-10225,"Hey, Requesting breakdown of usage-based tier charges for bandwidth overages last month Appreciate your assistance.",Billing & Payments,Medium,Web Portal,SMB
TKT-10226,Feature request: can you add a dark theme option for the PDF export tool? This is impacting our business operations.,Technical Issues,Low,Web Portal,SMB
TKT-10227,"Hello support team, Need to update billing address and GST identification number on upcoming monthly invoice Appreciate your assistance.",Billing & Payments,Medium,Web Portal,SMB
TKT-10228,"FYI, Lost two-factor authentication device backup codes not working urgent root access needed This is impacting our business operations.",Account Access,High,Email,SMB
TKT-10229,Attention: What payment currencies do you support for international bank cards? Let me know the resolution.,Billing & Payments,Low,In-App Chat,SMB
TKT-10230,"FYI, Suspected account takeover received password reset email that was not initiated by us Regards.",Account Access,High,Web Portal,Enterprise
TKT-10231,"Hey, Admin account deleted by mistake restore access and permissions urgently This is impacting our business operations.",Account Access,High,Web Portal,SMB
TKT-10232,"Hi there, Data pipeline corrupted our daily sync failed for enterprise client accounts",Technical Issues,High,Email,Enterprise
TKT-10233,"Hi there, Requesting quote for adding 5 additional user seats to team plan next month Regards.",Billing & Payments,Low,Email,Enterprise
TKT-10234,Cannot upload CSV file larger than 5MB error says file format unsupported Let me know the resolution.,Technical Issues,Medium,Email,Free Tier
TKT-10235,Help please! Integration with Slack bot stopped sending automated channel alerts Regards.,Technical Issues,Medium,Email,Free Tier
TKT-10236,"Hi there, Please cancel our monthly recurring addon package before next billing cycle begins Please look into this as soon as possible.",Cancellation & Refunds,Medium,Email,Free Tier
TKT-10237,"Dear Customer Service, Does your enterprise plan meet HIPAA and SOC2 Type II compliance regulations for healthcare data? Please look into this as soon as possible.",Product Inquiries,High,Email,Free Tier
TKT-10238,What is the exact difference in features between Professional and Enterprise tier? Awaiting your quick reply.,Product Inquiries,Medium,Email,Free Tier
TKT-10239,"FYI, Minor CSS layout glitch on safari browser when viewing navigation menu",Technical Issues,Low,Email,Enterprise
TKT-10240,Help please! Payment gateway failed during checkout customer funds deducted but invoice marked unpaid Awaiting your quick reply.,Billing & Payments,High,In-App Chat,SMB
TKT-10241,"Hello support team, If we cancel, do we still retain read-only access to historical dashboard reports?",Cancellation & Refunds,Low,Web Portal,SMB
TKT-10242,"Greetings, Coupon promo code DISCOUNT20 was not applied during renewal checkout Regards.",Billing & Payments,Medium,Email,SMB
TKT-10243,"Urgent assistance needed: Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Let me know the resolution.",Billing & Payments,High,Web Portal,SMB
TKT-10244,"FYI, Cannot upload CSV file larger than 5MB error says file format unsupported This is impacting our business operations.",Technical Issues,Medium,Email,Free Tier
TKT-10245,Where is the latest API documentation and Postman collection available? Please look into this as soon as possible.,Product Inquiries,Low,Web Portal,SMB
TKT-10246,"Greetings, Need to revoke access for former employee immediately and transfer project ownership Awaiting your quick reply.",Account Access,Medium,Email,SMB
TKT-10247,"Greetings, Where do I configure two-factor authentication in account preferences?",Account Access,Low,Email,Free Tier
TKT-10248,"Hey, How do I clear browser cache to view updated profile picture? Appreciate your assistance.",Technical Issues,Low,Web Portal,Enterprise
TKT-10249,Urgent assistance needed: How to switch payment method from American Express to corporate ACH wire transfer?,Billing & Payments,Medium,Web Portal,SMB
TKT-10250,Google workspace OAuth single sign-on throws redirect uri mismatch error Please look into this as soon as possible.,Account Access,Medium,Email,Enterprise
TKT-10251,Is there a free trial period available for the analytics add-on module? Appreciate your assistance.,Product Inquiries,Low,Web Portal,Free Tier
TKT-10252,Attention: Where can I download past invoices from the billing settings page? Appreciate your assistance.,Billing & Payments,Low,Email,Free Tier
TKT-10253,"FYI, How to change notification preferences for email digests? Thanks for your prompt help.",Account Access,Low,Web Portal,SMB
TKT-10254,Where can I download past invoices from the billing settings page? This is impacting our business operations.,Billing & Payments,Low,Email,Enterprise
TKT-10255,"FYI, Does the platform support automated CSV data export via scheduled SFTP? Thanks for your prompt help.",Product Inquiries,Medium,Email,Enterprise
TKT-10256,"Urgent assistance needed: Credit card was double charged twice for annual subscription total $2,400 please reverse immediately Let me know the resolution.",Billing & Payments,High,In-App Chat,Enterprise
TKT-10257,"Greetings, Security vulnerability detected unauthorized API calls from unknown IP address help",Technical Issues,High,Email,Enterprise
TKT-10258,"Hi there, Account locked out completely admin cannot access production console MFA token expired",Account Access,High,Web Portal,SMB
TKT-10259,"Hello support team, Need to update billing address and GST identification number on upcoming monthly invoice This is impacting our business operations.",Billing & Payments,Medium,In-App Chat,Enterprise
TKT-10260,"Greetings, Typo in user settings documentation link points to older version 2.1 guide Appreciate your assistance.",Technical Issues,Low,Web Portal,Enterprise
TKT-10261,Help please! Cancel subscription immediately and process full refund as promised by account manager within 24h Please look into this as soon as possible.,Cancellation & Refunds,High,Email,SMB
TKT-10262,"Hey, What are the supported database connectors for the analytics pipeline?",Product Inquiries,Medium,In-App Chat,SMB
TKT-10263,Help please! Need to revoke access for former employee immediately and transfer project ownership Awaiting your quick reply.,Account Access,Medium,Web Portal,SMB
TKT-10264,Attention: What payment currencies do you support for international bank cards? Awaiting your quick reply.,Billing & Payments,Low,Email,Free Tier
TKT-10265,"Greetings, Web application loading very slowly dashboard takes over 30 seconds to render charts",Technical Issues,Medium,Web Portal,SMB
TKT-10266,Attention: Urgent clarification on API rate limits for upcoming marketing campaign launching tonight Let me know the resolution.,Product Inquiries,High,Web Portal,SMB
TKT-10267,"Dear Customer Service, Is there an RSS feed available for platform status announcements?",Technical Issues,Low,Email,Enterprise
TKT-10268,Attention: Suspected account takeover received password reset email that was not initiated by us Regards.,Account Access,High,In-App Chat,SMB
TKT-10269,"Dear Customer Service, Urgent: tax invoice number missing on compliance statement audit deadline tomorrow Please look into this as soon as possible.",Billing & Payments,High,Web Portal,SMB
TKT-10270,"FYI, Need to update billing address and GST identification number on upcoming monthly invoice Please look into this as soon as possible.",Billing & Payments,Medium,Web Portal,SMB
